User,Item 1,Item 2,Item 3,Item 4,Item 5,Item 6,Item 7,Item 8,Item 9,Item 10,Item 11,Item 12,Item 13,Item 14,Item 15,Item 16,Item 17,Item 18,Item 19,Item 20,Item 21,Item 22,Item 23,Item 24,Item 25
2955,270032,1819387,1006796,7240753,4766309,884518,11708663,2671651,9216587,1910856,835683,8310025,13012773,5346428,10659884,1559655,6443289,33449,11041854,13544734,5311947,6451873,10986404,1021297,1615614
2956,8015926,3700753,9710358,3386165,4983622,5944112,4737648,124277,1816056,6956281,11433316,831715,8696863,6839434,511016,1559655,6443289,193652,2518768,12291609,11041854,33449,9532785,3811042,6207373
2957,1819387,884518,4766309,835683,11708663,8310025,2271256,33449,5311947,4082771,1910856,7240753,13012773,10659884,9216587,1559655,6443289,6451873,11041854,5346428,2671651,13544734,10986404,1021297,1006796
2958,6839434,4546014,10072787,3648305,11041854,9532785,13644495,3918124,8286890,12291609,124277,33449,12285424,11433316,1690388,1559655,6443289,7136371,193652,7023946,3427815,11049346,8036406,6133638,511016
2959,6839434,12285424,4546014,7023946,33449,1690388,3648305,3918124,8286890,12291609,11041854,9532785,11433316,13644495,10072787,1559655,6443289,193652,7136371,124277,3427815,11049346,8036406,6133638,511016
2960,1559655,6443289,7669807,9135603,6324076,11781190,835683,1021297,7487418,2045991,4951277,6230399,2475239,3427815,2275891,4116862,2596677,1024587,11049346,5324390,1293971,3171362,1163153,8036406,6133638
2961,1559655,6443289,1084712,3411845,2275891,6896055,6502910,2596677,1024587,11388684,4573768,1758811,4116862,5324390,1293971,3171362,1163153,1629582,892315,2475239,3427815,11049346,8036406,6133638,3918124
2962,2045991,2599807,13218693,4924314,11781190,7669807,4856177,1615614,835683,884518,9332217,9164087,6230399,6324076,3078963,1559655,6443289,11041854,33449,1021297,13544734,1910856,2495446,6451873,4951277
2963,1559655,6443289,1084712,3411845,2275891,6896055,6502910,2596677,1024587,11388684,4573768,1758811,4116862,5324390,1293971,3171362,1163153,1629582,892315,2475239,3427815,11049346,8036406,6133638,3918124
2964,1819387,4766309,884518,7240753,835683,2271256,11708663,2671651,9216587,1910856,4082771,8310025,13012773,5346428,10659884,1559655,6443289,33449,11041854,13544734,5311947,6451873,10986404,1021297,1006796
2965,1559655,6443289,7669807,3918124,3411845,2275891,6896055,6502910,2596677,1024587,11388684,4573768,1758811,4116862,5324390,1293971,3171362,1163153,1629582,892315,2475239,3427815,11049346,8036406,6133638
2966,1559655,6443289,7669807,3918124,3411845,2275891,6896055,6502910,2596677,1024587,11388684,4573768,1758811,4116862,5324390,1293971,3171362,1163153,1629582,892315,2475239,3427815,11049346,8036406,6133638
2967,1559655,6443289,7669807,9135603,6324076,11781190,11388684,4573768,2275891,1629582,6502910,2596677,1024587,892315,1758811,4116862,5324390,1293971,3171362,1163153,2475239,3427815,11049346,8036406,6133638
2968,4737648,10065428,4546014,511016,6839434,1690388,3648305,3918124,7023946,12291609,33449,9532785,11433316,13644495,10072787,1559655,6443289,193652,8286890,124277,3427815,11041854,8036406,6133638,8696863
2969,1741540,8163952,5359984,7807956,6451873,2437142,7424682,3700753,5346428,10791419,6207373,1021297,831715,511016,8696863,1559655,6443289,124277,3386165,6956281,11041854,33449,4983622,6839434,13012773
2970,10065428,511016,4546014,12285424,6839434,1690388,3648305,3918124,7023946,12291609,33449,9532785,11433316,13644495,10072787,1559655,6443289,193652,8286890,124277,3427815,11041854,8036406,6133638,4737648
2971,6839434,4546014,13644495,3648305,10072787,12285424,1690388,3918124,12291609,124277,7023946,11041854,33449,9532785,11433316,1559655,6443289,7136371,193652,8286890,3427815,11049346,8036406,6133638,511016
2972,7778720,835683,5521358,4277052,4082771,13544734,9216587,5346428,1741540,5698987,1910856,5311947,13012773,10986404,2671651,1559655,6443289,11041854,6451873,33449,1021297,10659884,8232938,10791419,7876831
2973,6324076,1559655,6443289,7669807,9135603,11781190,835683,1021297,7487418,2045991,4951277,6230399,13218693,2495446,9332217,6451873,2599807,9164087,4924314,1910856,8351884,13544734,884518,8403711,1615614
2974,9216587,5698987,4082771,2671651,5311947,10986404,1910856,6451873,5346428,1741540,1327341,12747133,13012773,13544734,10659884,1559655,6443289,511016,124277,33449,11041854,10791419,8232938,1021297,5521358
2975,2518768,4983622,831715,2082415,6956281,3811042,5944112,124277,1690388,11041854,11433316,11150622,8696863,511016,6839434,1559655,6443289,193652,8286890,12291609,3427815,33449,9532785,4737648,1816056
2976,3386165,1816056,831715,2518768,4983622,5944112,4737648,124277,1690388,6956281,11433316,11150622,8696863,6839434,511016,1559655,6443289,193652,8286890,12291609,11041854,33449,9532785,3811042,3700753
2977,4737648,10065428,4546014,511016,6839434,1690388,3648305,3918124,7023946,12291609,33449,9532785,11433316,13644495,10072787,1559655,6443289,193652,8286890,124277,3427815,11041854,8036406,6133638,8696863
2978,1559655,6443289,7669807,9135603,6324076,6896055,11388684,2275891,4573768,6502910,2596677,1024587,1629582,1758811,4116862,5324390,1293971,3171362,1163153,892315,2475239,3427815,11049346,8036406,6133638
2979,1559655,6443289,1629582,1084712,3411845,2275891,6896055,6502910,2596677,1024587,11388684,4573768,1758811,4116862,5324390,1293971,3171362,1163153,892315,2475239,3427815,11049346,8036406,6133638,3918124
2980,1559655,6443289,1084712,3411845,2275891,6896055,6502910,2596677,1024587,11388684,4573768,1758811,4116862,5324390,1293971,3171362,1163153,1629582,892315,2475239,3427815,11049346,8036406,6133638,3918124
2981,4737648,511016,10065428,4546014,6839434,3648305,10072787,3918124,33449,124277,11041854,11433316,9532785,1690388,13644495,1559655,6443289,8286890,193652,7023946,3427815,12291609,8036406,6133638,8696863
2982,1559655,6443289,7669807,9135603,6324076,6896055,11388684,2275891,4573768,6502910,2596677,1024587,1629582,1758811,4116862,5324390,1293971,3171362,1163153,892315,2475239,3427815,11049346,8036406,6133638
2983,9216587,1910856,4082771,5698987,1327341,5311947,13544734,6451873,5346428,12747133,10986404,2671651,13012773,10659884,8232938,1559655,6443289,11041854,124277,33449,1021297,511016,1741540,10791419,5521358
2984,2518768,4983622,831715,2082415,6956281,3811042,5944112,124277,1690388,11041854,11433316,11150622,8696863,511016,6839434,1559655,6443289,193652,8286890,12291609,3427815,33449,9532785,4737648,1816056
2985,1559655,6443289,1084712,3411845,2275891,6896055,6502910,2596677,1024587,11388684,4573768,1758811,4116862,5324390,1293971,3171362,1163153,1629582,892315,2475239,3427815,11049346,8036406,6133638,3918124
2986,6839434,12285424,4546014,7023946,33449,1690388,3648305,3918124,8286890,12291609,11041854,9532785,11433316,13644495,10072787,1559655,6443289,193652,7136371,124277,3427815,11049346,8036406,6133638,511016
2987,1559655,6443289,7669807,9135603,6324076,6896055,11388684,2275891,4573768,6502910,2596677,1024587,1629582,1758811,4116862,5324390,1293971,3171362,1163153,892315,2475239,3427815,11049346,8036406,6133638
2988,1559655,6443289,1084712,3411845,2275891,6896055,6502910,2596677,1024587,11388684,4573768,1758811,4116862,5324390,1293971,3171362,1163153,1629582,892315,2475239,3427815,11049346,8036406,6133638,3918124
2989,1816056,2518768,831715,2082415,4983622,3811042,5944112,124277,1690388,6956281,11433316,11150622,8696863,511016,6839434,1559655,6443289,193652,8286890,12291609,11041854,33449,9532785,4737648,3386165
2990,4737648,511016,10065428,4546014,6839434,3648305,10072787,3918124,33449,124277,11041854,11433316,9532785,1690388,13644495,1559655,6443289,8286890,193652,7023946,3427815,12291609,8036406,6133638,8696863
2991,1559655,6443289,1084712,3411845,2275891,6896055,6502910,2596677,1024587,11388684,4573768,1758811,4116862,5324390,1293971,3171362,1163153,1629582,892315,2475239,3427815,11049346,8036406,6133638,3918124
2992,1559655,6443289,1629582,7669807,3918124,3411845,2275891,6896055,6502910,2596677,1024587,11388684,4573768,1758811,4116862,5324390,1293971,3171362,1163153,892315,2475239,3427815,11049346,8036406,6133638
2993,1559655,6443289,6324076,7669807,9135603,11781190,835683,1021297,7487418,2045991,4951277,6230399,13218693,2495446,9332217,6451873,2599807,9164087,4924314,1910856,8351884,13544734,884518,8403711,1615614
2994,6839434,4546014,3648305,33449,11041854,11433316,10072787,3918124,8286890,124277,12291609,12285424,9532785,1690388,13644495,1559655,6443289,7136371,193652,7023946,3427815,11049346,8036406,6133638,511016
2995,6839434,12285424,4546014,7023946,33449,1690388,3648305,3918124,8286890,12291609,11041854,9532785,11433316,13644495,10072787,1559655,6443289,193652,7136371,124277,3427815,11049346,8036406,6133638,511016
2996,7834034,2599807,7669807,6324076,13218693,4951277,11781190,1615614,884518,4924314,9164087,2045991,9332217,2495446,13544734,1559655,6443289,11041854,33449,1021297,835683,6451873,6230399,1910856,2891709
2997,4082771,1910856,13544734,12747133,5698987,5311947,1327341,6451873,5346428,10791419,10986404,2671651,13012773,8232938,10659884,1559655,6443289,11041854,124277,33449,1021297,1741540,511016,6956281,9216587
2998,5657126,270032,1615614,4766309,1819387,1006796,11708663,7240753,9216587,5311947,835683,8310025,884518,6451873,13544734,1559655,6443289,11041854,33449,1021297,10986404,13012773,1910856,2671651,2495446
2999,835683,4277052,9216587,5698987,5521358,4082771,13544734,6451873,5346428,8232938,1910856,5311947,13012773,10659884,2671651,1559655,6443289,11041854,124277,33449,1021297,10986404,1741540,10791419,7778720
3000,6839434,12285424,4546014,7023946,33449,1690388,3648305,3918124,8286890,12291609,11041854,9532785,11433316,13644495,10072787,1559655,6443289,193652,7136371,124277,3427815,11049346,8036406,6133638,511016
3001,6839434,4546014,10072787,3648305,11041854,9532785,13644495,3918124,8286890,12291609,124277,33449,12285424,11433316,1690388,1559655,6443289,7136371,193652,7023946,3427815,11049346,8036406,6133638,511016
3002,9710358,3700753,11150622,3386165,4983622,831715,4737648,124277,1816056,6956281,11433316,5944112,8696863,6839434,511016,1559655,6443289,193652,2518768,12291609,11041854,33449,9532785,3811042,8015926
3003,2518768,4983622,831715,11150622,6956281,511016,5944112,2082415,9532785,33449,4737648,6839434,1690388,8696863,3811042,1559655,6443289,8286890,193652,124277,3427815,12291609,11041854,11433316,1816056
3004,6839434,12285424,4546014,7023946,33449,1690388,3648305,3918124,8286890,12291609,11041854,9532785,11433316,13644495,10072787,1559655,6443289,193652,7136371,124277,3427815,11049346,8036406,6133638,511016
3005,6839434,12285424,4546014,7023946,33449,1690388,3648305,3918124,8286890,12291609,11041854,9532785,11433316,13644495,10072787,1559655,6443289,193652,7136371,124277,3427815,11049346,8036406,6133638,511016
3006,1559655,6443289,7669807,1629582,1758811,3918124,3411845,2275891,6896055,6502910,2596677,1024587,11388684,4573768,2475239,4116862,5324390,1293971,3171362,1163153,892315,3427815,11049346,8036406,6133638
3007,7807956,6451873,10791419,5346428,305478,7424682,2437142,2518768,4983622,831715,3700753,1021297,511016,8696863,6207373,1559655,6443289,124277,12291609,11041854,6956281,33449,3386165,6839434,5359984
3008,3332725,7658608,10659884,6451873,5359984,13012773,1021297,3386165,5346428,4983622,10791419,1741540,3700753,6956281,831715,1559655,6443289,511016,124277,33449,11041854,2437142,6839434,8696863,4215596
3009,4951277,4924314,7487418,7669807,2045991,884518,2599807,9164087,13218693,8351884,6451873,6324076,2495446,1559655,6443289,11781190,835683,1021297,13544734,1910856,9332217,6230399,9135603,8403711,1615614
3010,1559655,6443289,1084712,3411845,2275891,6896055,6502910,2596677,1024587,11388684,4573768,1758811,4116862,5324390,1293971,3171362,1163153,1629582,892315,2475239,3427815,11049346,8036406,6133638,3918124
3011,5944112,6956281,4305103,2082415,11433316,11150622,511016,124277,1690388,11041854,9532785,3811042,8696863,4546014,6839434,1559655,6443289,193652,8286890,12291609,3427815,33449,8036406,4737648,831715
3012,7669807,2045991,6324076,835683,1559655,6443289,4951277,1021297,7487418,11781190,6230399,9135603,13218693,2495446,9332217,6451873,2599807,9164087,4924314,1910856,8351884,13544734,884518,8403711,1615614
3013,8015926,3386165,9710358,2518768,4983622,1816056,4737648,193652,831715,6956281,3811042,3700753,8696863,6839434,511016,1559655,6443289,124277,11433316,12291609,9532785,11041854,33449,5944112,6207373
3014,1559655,6443289,7669807,9135603,6324076,11781190,11388684,4573768,2275891,1629582,6502910,2596677,1024587,892315,1758811,4116862,5324390,1293971,3171362,1163153,2475239,3427815,11049346,8036406,6133638
3015,1559655,6443289,1084712,3411845,2275891,6896055,6502910,2596677,1024587,11388684,4573768,1758811,4116862,5324390,1293971,3171362,1163153,1629582,892315,2475239,3427815,11049346,8036406,6133638,3918124
3016,9216587,4082771,5698987,8232938,1910856,5311947,1327341,6451873,5346428,10791419,13544734,2671651,13012773,12747133,10659884,1559655,6443289,11041854,124277,33449,1021297,10986404,511016,1741540,5521358
3017,1559655,6443289,7669807,3918124,3411845,2275891,6896055,6502910,2596677,1024587,11388684,4573768,1758811,4116862,5324390,1293971,3171362,1163153,1629582,892315,2475239,3427815,11049346,8036406,6133638
3018,13012773,1021297,1741540,6451873,5359984,7807956,7424682,3386165,2437142,4983622,6207373,10791419,511016,8696863,3700753,1559655,6443289,831715,124277,6956281,11041854,33449,5346428,6839434,10659884
3019,6207373,8015926,9710358,2518768,3386165,1816056,4737648,193652,831715,4983622,9532785,3700753,8696863,6839434,511016,1559655,6443289,124277,11433316,12291609,5944112,11041854,33449,6956281,1021297
3020,1559655,6443289,7669807,9135603,6324076,11781190,835683,1021297,7487418,2045991,4951277,6230399,13218693,2495446,9332217,1629582,6451873,2599807,9164087,5324390,6133638,1293971,1024587,3171362,1163153
3021,7669807,1559655,6443289,6324076,9135603,11781190,835683,1021297,7487418,2045991,4951277,6230399,13218693,2495446,9332217,6451873,2599807,9164087,1629582,4924314,1910856,8351884,884518,13544734,1758811
3022,831715,6956281,5944112,2082415,11433316,3811042,511016,124277,1690388,11041854,9532785,11150622,8696863,4546014,6839434,1559655,6443289,193652,8286890,12291609,3427815,33449,8036406,4737648,4983622
3023,2082415,10072787,8696863,511016,4546014,4737648,9532785,3918124,11041854,3648305,12291609,6839434,33449,11433316,1690388,1559655,6443289,8286890,193652,7023946,3427815,124277,8036406,6133638,3811042
3024,1559655,6443289,7669807,9135603,6324076,6896055,11388684,2275891,4573768,6502910,2596677,1024587,1629582,1758811,4116862,5324390,1293971,3171362,1163153,892315,2475239,3427815,11049346,8036406,6133638
3025,1559655,6443289,1084712,3411845,2275891,6896055,6502910,2596677,1024587,11388684,4573768,1758811,4116862,5324390,1293971,3171362,1163153,1629582,892315,2475239,3427815,11049346,8036406,6133638,3918124
3026,1559655,6443289,7669807,6324076,9135603,11781190,835683,1021297,7487418,2045991,4951277,6230399,13218693,2495446,9332217,6451873,2599807,9164087,4924314,1910856,8351884,13544734,884518,8403711,1615614
3027,305478,2437142,7424682,3700753,5346428,1021297,9710358,193652,4983622,3386165,9532785,6207373,6956281,511016,8696863,1559655,6443289,124277,2518768,831715,12291609,11041854,33449,6839434,10791419
3028,6839434,12285424,4546014,7023946,33449,1690388,3648305,3918124,8286890,12291609,11041854,9532785,11433316,13644495,10072787,1559655,6443289,193652,7136371,124277,3427815,11049346,8036406,6133638,511016
3029,1559655,6443289,1084712,3411845,2275891,6896055,6502910,2596677,1024587,11388684,4573768,1758811,4116862,5324390,1293971,3171362,1163153,1629582,892315,2475239,3427815,11049346,8036406,6133638,3918124
3030,1559655,6443289,7669807,1629582,1758811,9135603,6324076,6896055,11388684,2275891,4573768,6502910,2596677,1024587,892315,2475239,4116862,5324390,1293971,3171362,1163153,3427815,11049346,8036406,6133638
3031,1559655,6443289,7669807,9135603,6324076,11781190,835683,1021297,1629582,892315,2275891,6502910,2596677,1024587,1758811,4116862,5324390,1293971,3171362,1163153,2475239,3427815,11049346,8036406,6133638
3032,6839434,12285424,4546014,7023946,33449,1690388,3648305,3918124,8286890,12291609,11041854,9532785,11433316,13644495,10072787,1559655,6443289,193652,7136371,124277,3427815,11049346,8036406,6133638,511016
3033,1559655,6443289,1084712,3411845,2275891,6896055,6502910,2596677,1024587,11388684,4573768,1758811,4116862,5324390,1293971,3171362,1163153,1629582,892315,2475239,3427815,11049346,8036406,6133638,3918124
3034,6324076,1559655,6443289,7669807,11781190,9135603,835683,1021297,7487418,2045991,4951277,6230399,13218693,2495446,9332217,6451873,2599807,9164087,4924314,1910856,8351884,13544734,884518,8403711,1615614
3035,6839434,12285424,4546014,7023946,33449,1690388,3648305,3918124,8286890,12291609,11041854,9532785,11433316,13644495,10072787,1559655,6443289,193652,7136371,124277,3427815,11049346,8036406,6133638,511016
3036,7669807,1559655,6443289,9135603,6324076,11781190,835683,1021297,7487418,2045991,4951277,6230399,13218693,2495446,9332217,6451873,1629582,2599807,9164087,4924314,1910856,8351884,1758811,884518,13544734
3037,1559655,6443289,1084712,3411845,2275891,6896055,6502910,2596677,1024587,11388684,4573768,1758811,4116862,5324390,1293971,3171362,1163153,1629582,892315,2475239,3427815,11049346,8036406,6133638,3918124
3038,1559655,6443289,1084712,3411845,2275891,6896055,6502910,2596677,1024587,11388684,4573768,1758811,4116862,5324390,1293971,3171362,1163153,1629582,892315,2475239,3427815,11049346,8036406,6133638,3918124
3039,1559655,6443289,7669807,9135603,6324076,1629582,1758811,6896055,11388684,2275891,4573768,6502910,2596677,1024587,892315,2475239,4116862,5324390,1293971,3171362,1163153,3427815,11049346,8036406,6133638
3040,7807956,6451873,10791419,5346428,305478,1021297,2437142,2518768,11041854,3700753,3386165,6207373,6956281,8696863,7424682,1559655,6443289,12291609,124277,33449,831715,4983622,6839434,511016,5359984
3041,1559655,6443289,1084712,3411845,2275891,6896055,6502910,2596677,1024587,11388684,4573768,1758811,4116862,5324390,1293971,3171362,1163153,1629582,892315,2475239,3427815,11049346,8036406,6133638,3918124
3042,1559655,6443289,1084712,3411845,2275891,6896055,6502910,2596677,1024587,11388684,4573768,1758811,4116862,5324390,1293971,3171362,1163153,1629582,892315,2475239,3427815,11049346,8036406,6133638,3918124
3043,11150622,2082415,3811042,511016,11433316,8696863,6839434,124277,7023946,11041854,9532785,4737648,1690388,10072787,4546014,1559655,6443289,193652,8286890,12291609,3427815,33449,8036406,6133638,6956281
3044,6839434,12285424,4546014,7023946,33449,1690388,3648305,3918124,8286890,12291609,11041854,9532785,11433316,13644495,10072787,1559655,6443289,193652,7136371,124277,3427815,11049346,8036406,6133638,511016
3045,4305103,6956281,11150622,2082415,11433316,8696863,3811042,124277,511016,11041854,9532785,4737648,1690388,6839434,4546014,1559655,6443289,193652,8286890,12291609,3427815,33449,8036406,6133638,5944112
3046,1816056,2518768,831715,2082415,4983622,3811042,5944112,124277,1690388,6956281,11433316,11150622,8696863,511016,6839434,1559655,6443289,193652,8286890,12291609,11041854,33449,9532785,4737648,3386165
3047,1021297,6230399,6324076,4951277,1559655,6443289,2045991,11781190,7487418,7669807,835683,9135603,13218693,2495446,9332217,6451873,2599807,9164087,4924314,1910856,8351884,13544734,884518,8403711,1615614
3048,1559655,6443289,7669807,3918124,3411845,2275891,6896055,6502910,2596677,1024587,11388684,4573768,1758811,4116862,5324390,1293971,3171362,1163153,1629582,892315,2475239,3427815,11049346,8036406,6133638
3049,1559655,6443289,1084712,3411845,2275891,6896055,6502910,2596677,1024587,11388684,4573768,1758811,4116862,5324390,1293971,3171362,1163153,1629582,892315,2475239,3427815,11049346,8036406,6133638,3918124
3050,6839434,4546014,10072787,3648305,11041854,9532785,13644495,3918124,8286890,12291609,124277,33449,12285424,11433316,1690388,1559655,6443289,7136371,193652,7023946,3427815,11049346,8036406,6133638,511016
3051,10065428,511016,4546014,12285424,6839434,1690388,3648305,3918124,7023946,12291609,33449,9532785,11433316,13644495,10072787,1559655,6443289,193652,8286890,124277,3427815,11041854,8036406,6133638,4737648
3052,8015926,3386165,9710358,2518768,4983622,5944112,3700753,193652,6956281,831715,3811042,1816056,8696863,511016,6839434,1559655,6443289,124277,11433316,12291609,9532785,11041854,33449,4737648,6207373
3053,835683,6324076,1559655,6443289,11781190,7669807,9135603,1021297,7487418,2045991,4951277,6230399,13218693,2495446,9332217,6451873,2599807,9164087,4924314,1910856,8351884,13544734,884518,8403711,1615614
3054,6956281,2082415,11150622,511016,11433316,8696863,3811042,124277,7023946,11041854,9532785,4737648,1690388,6839434,4546014,1559655,6443289,193652,8286890,12291609,3427815,33449,8036406,6133638,4305103
3055,7424682,3700753,1021297,2518768,3386165,1816056,6207373,193652,6956281,831715,4983622,5944112,511016,8696863,9710358,1559655,6443289,12291609,124277,11041854,33449,9532785,11433316,6839434,5346428
3056,10065428,511016,4546014,12285424,6839434,1690388,3648305,3918124,7023946,12291609,33449,9532785,11433316,13644495,10072787,1559655,6443289,193652,8286890,124277,3427815,11041854,8036406,6133638,4737648
3057,1559655,6443289,1629582,1758811,1084712,3411845,2275891,6896055,6502910,2596677,1024587,11388684,4573768,2475239,4116862,5324390,1293971,3171362,1163153,892315,3427815,11049346,8036406,6133638,3918124
3058,2671651,8232938,6725611,6451873,3332725,4215596,7658608,3700753,5346428,10791419,5359984,1741540,13012773,6956281,10659884,1559655,6443289,511016,124277,33449,11041854,1021297,6839434,8696863,12747133
3059,5944112,6956281,4305103,2082415,11433316,11150622,3811042,124277,511016,11041854,9532785,4737648,8696863,6839434,4546014,1559655,6443289,193652,8286890,12291609,3427815,33449,8036406,1690388,831715
3060,1559655,6443289,1084712,3411845,2275891,6896055,6502910,2596677,1024587,11388684,4573768,1758811,4116862,5324390,1293971,3171362,1163153,1629582,892315,2475239,3427815,11049346,8036406,6133638,3918124
3061,1559655,6443289,1084712,3411845,2275891,6896055,6502910,2596677,1024587,11388684,4573768,1758811,4116862,5324390,1293971,3171362,1163153,1629582,892315,2475239,3427815,11049346,8036406,6133638,3918124
3062,7424682,3700753,1021297,1816056,3386165,6207373,9710358,193652,2518768,831715,9532785,4983622,8696863,6839434,511016,1559655,6443289,124277,11433316,5944112,12291609,11041854,33449,6956281,5346428
3063,1559655,6443289,7669807,9135603,6324076,1629582,1758811,11781190,11388684,4573768,2275891,892315,6502910,2596677,1024587,2475239,4116862,5324390,1293971,3171362,1163153,3427815,11049346,8036406,6133638
3064,6839434,12285424,4546014,7023946,33449,1690388,3648305,3918124,8286890,12291609,11041854,9532785,11433316,13644495,10072787,1559655,6443289,193652,7136371,124277,3427815,11049346,8036406,6133638,511016
3065,1559655,6443289,7669807,9135603,6324076,11781190,11388684,4573768,2275891,1629582,6502910,2596677,1024587,892315,1758811,4116862,5324390,1293971,3171362,1163153,2475239,3427815,11049346,8036406,6133638
3066,1559655,6443289,1084712,3411845,2275891,6896055,6502910,2596677,1024587,11388684,4573768,1758811,4116862,5324390,1293971,3171362,1163153,1629582,892315,2475239,3427815,11049346,8036406,6133638,3918124
3067,7511594,7240753,13247914,9216587,835683,8310025,10986404,11041854,5311947,13544734,4082771,5521358,13012773,2671651,5346428,1559655,6443289,1021297,10659884,10791419,33449,8232938,1910856,6451873,2271256
3068,6839434,4546014,10072787,3648305,11041854,9532785,13644495,3918124,8286890,12291609,124277,33449,12285424,11433316,1690388,1559655,6443289,7136371,193652,7023946,3427815,11049346,8036406,6133638,511016
3069,1559655,6443289,1084712,3411845,2275891,6896055,6502910,2596677,1024587,11388684,4573768,1758811,4116862,5324390,1293971,3171362,1163153,1629582,892315,2475239,3427815,11049346,8036406,6133638,3918124
3070,3386165,1816056,831715,2518768,4983622,3811042,5944112,124277,1690388,6956281,11433316,11150622,8696863,511016,6839434,1559655,6443289,193652,8286890,12291609,11041854,33449,9532785,4737648,3700753
3071,6324076,7669807,1559655,6443289,9135603,11781190,835683,1021297,7487418,2045991,4951277,6230399,13218693,2495446,9332217,6451873,2599807,9164087,4924314,1910856,8351884,13544734,884518,8403711,1615614
3072,1559655,6443289,1084712,3411845,2275891,6896055,6502910,2596677,1024587,11388684,4573768,1758811,4116862,5324390,1293971,3171362,1163153,1629582,892315,2475239,3427815,11049346,8036406,6133638,3918124
3073,1559655,6443289,1084712,3411845,2275891,6896055,6502910,2596677,1024587,11388684,4573768,1758811,4116862,5324390,1293971,3171362,1163153,1629582,892315,2475239,3427815,11049346,8036406,6133638,3918124
3074,1559655,6443289,7669807,9135603,6324076,11781190,835683,1021297,7487418,2045991,4951277,6230399,13218693,2495446,9332217,6451873,9164087,2599807,4924314,1910856,8351884,1293971,1024587,3171362,1163153
3075,1559655,6443289,1084712,3411845,2275891,6896055,6502910,2596677,1024587,11388684,4573768,1758811,4116862,5324390,1293971,3171362,1163153,1629582,892315,2475239,3427815,11049346,8036406,6133638,3918124
3076,7658608,10791419,10659884,6451873,5359984,13012773,2437142,3700753,5346428,4983622,7424682,1741540,8696863,3386165,6956281,1559655,6443289,831715,124277,6839434,11041854,33449,1021297,511016,3332725
3077,4737648,10065428,511016,6839434,4546014,10072787,13644495,3918124,11041854,3648305,12291609,9532785,33449,11433316,1690388,1559655,6443289,8286890,193652,7023946,3427815,124277,8036406,6133638,8696863
3078,6839434,12285424,4546014,7023946,33449,1690388,3648305,3918124,8286890,12291609,11041854,9532785,11433316,13644495,10072787,1559655,6443289,193652,7136371,124277,3427815,11049346,8036406,6133638,511016
3079,2045991,11781190,4951277,7487418,13218693,9332217,2495446,6324076,1559655,6443289,7669807,2599807,9164087,1021297,835683,6451873,6230399,9135603,4924314,1910856,8351884,13544734,884518,8403711,1615614
3080,1559655,6443289,7669807,3918124,3411845,2275891,6896055,6502910,2596677,1024587,11388684,4573768,1758811,4116862,5324390,1293971,3171362,1163153,1629582,892315,2475239,3427815,11049346,8036406,6133638
3081,8696863,3386165,3700753,2518768,4983622,1816056,11150622,9532785,6956281,5944112,3811042,831715,1690388,6839434,511016,1559655,6443289,4737648,193652,124277,33449,12291609,11041854,11433316,9710358
3082,6839434,12285424,4546014,7023946,33449,1690388,3648305,3918124,8286890,12291609,11041854,9532785,11433316,13644495,10072787,1559655,6443289,193652,7136371,124277,3427815,11049346,8036406,6133638,511016
3083,6324076,1559655,6443289,11781190,7669807,9135603,835683,1021297,7487418,2045991,4951277,6230399,13218693,2495446,9332217,6451873,2599807,9164087,4924314,1910856,8351884,13544734,884518,8403711,1615614
3084,1559655,6443289,7669807,9135603,6324076,11781190,835683,1021297,7487418,2045991,4951277,6230399,13218693,2495446,1629582,9332217,6451873,2599807,9164087,1758811,4924314,1910856,1024587,3171362,1163153
3085,7778720,835683,9216587,4277052,5521358,5698987,10986404,6451873,4082771,13544734,1910856,5311947,10659884,8232938,1741540,1559655,6443289,11041854,5346428,33449,1021297,13012773,2671651,10791419,7876831
3086,1559655,6443289,1084712,3411845,2275891,6896055,6502910,2596677,1024587,11388684,4573768,1758811,4116862,5324390,1293971,3171362,1163153,1629582,892315,2475239,3427815,11049346,8036406,6133638,3918124
3087,6839434,4546014,10072787,3648305,11041854,9532785,13644495,3918124,8286890,12291609,124277,33449,12285424,11433316,1690388,1559655,6443289,7136371,193652,7023946,3427815,11049346,8036406,6133638,511016
3088,1559655,6443289,7669807,9135603,6324076,11781190,835683,1021297,7487418,2045991,4951277,6230399,13218693,2495446,9332217,6451873,2599807,9164087,1629582,4924314,1910856,8351884,884518,13544734,1758811
3089,1559655,6443289,1084712,3411845,2275891,6896055,6502910,2596677,1024587,11388684,4573768,1758811,4116862,5324390,1293971,3171362,1163153,1629582,892315,2475239,3427815,11049346,8036406,6133638,3918124
3090,1559655,6443289,1084712,3411845,2275891,6896055,6502910,2596677,1024587,11388684,4573768,1758811,4116862,5324390,1293971,3171362,1163153,1629582,892315,2475239,3427815,11049346,8036406,6133638,3918124
3091,6839434,12285424,4546014,7023946,33449,1690388,3648305,3918124,8286890,12291609,11041854,9532785,11433316,13644495,10072787,1559655,6443289,193652,7136371,124277,3427815,11049346,8036406,6133638,511016
3092,2045991,4924314,7487418,11781190,6324076,6230399,4951277,9164087,13218693,8351884,9332217,2495446,13544734,1559655,6443289,7669807,2599807,884518,1021297,835683,6451873,1910856,9135603,8403711,1615614
