Name,Value
Item 4,3332725
Item 5,10791419
Item 6,13012773
Item 7,7658608
Item 8,6451873
Item 9,5346428
Item 10,6839434
Item 11,5359984
Item 12,1741540
Item 13,1021297
Item 14,6956281
Item 15,10659884
Item 16,1559655
Item 17,6443289
Item 18,4983622
Item 19,124277
Item 20,33449
Item 21,11041854
Item 22,3700753
Item 23,511016
Item 24,8696863
Item 25,2671651
User,2395
Gender,Female
AgeGroup,50+
Hobbies,Indoors
Profession,Professor
Item 1,6839434
Item 2,12285424
Item 3,4546014
Item 4,7023946
Item 5,33449
Item 6,1690388
Item 7,3648305
Item 8,3918124
Item 9,8286890
Item 10,12291609
Item 11,11041854
Item 12,9532785
Item 13,11433316
Item 14,13644495
Item 15,10072787
Item 16,1559655
Item 17,6443289
Item 18,193652
Item 19,7136371
Item 20,124277
Item 21,3427815
Item 22,11049346
Item 23,8036406
Item 24,6133638
Item 25,511016
User,2396
Gender,Female
AgeGroup,18-30
Hobbies,Outdoors
Profession,IT Professional
Item 1,5944112
Item 2,6956281
Item 3,4305103
Item 4,2082415
Item 5,11433316
Item 6,11150622
Item 7,3811042
Item 8,124277
Item 9,511016
Item 10,11041854
Item 11,9532785
Item 12,4737648
Item 13,8696863
Item 14,6839434
Item 15,4546014
Item 16,1559655
Item 17,6443289
Item 18,193652
Item 19,8286890
Item 20,12291609
Item 21,3427815
Item 22,33449
Item 23,8036406
Item 24,1690388
Item 25,831715
User,2397
Gender,Female
AgeGroup,30-50
Hobbies,Indoors
Profession,Contractor
Item 1,10065428
Item 2,511016
Item 3,10072787
Item 4,4546014
Item 5,6839434
Item 6,9532785
Item 7,13644495
Item 8,3918124
Item 9,3648305
Item 10,12291609
Item 11,11041854
Item 12,33449
Item 13,12285424
Item 14,11433316
Item 15,1690388
Item 16,1559655
Item 17,6443289
Item 18,8286890
Item 19,193652
Item 20,7023946
Item 21,3427815
Item 22,124277
Item 23,8036406
Item 24,6133638
Item 25,4737648
User,2398
Gender,Male
AgeGroup,50+
Hobbies,Indoors
Profession,Professor
Item 1,6324076
Item 2,4951277
Item 3,9332217
Item 4,2495446
Item 5,2045991
Item 6,1559655
Item 7,6443289
Item 8,7669807
Item 9,1021297
Item 10,835683
Item 11,11781190
Item 12,13218693
Item 13,7487418
Item 14,6230399
Item 15,9135603
Item 16,6451873
Item 17,2599807
Item 18,9164087
Item 19,4924314
Item 20,1910856
Item 21,8351884
Item 22,13544734
Item 23,884518
Item 24,8403711
Item 25,1615614
User,2399
Gender,Male
AgeGroup,30-50
Hobbies,Outdoors
Profession,Contractor
Item 1,5657126
Item 2,1615614
Item 3,270032
Item 4,4766309
Item 5,1819387
Item 6,884518
Item 7,1006796
Item 8,11708663
Item 9,835683
Item 10,13544734
Item 11,1910856
Item 12,7240753
Item 13,8310025
Item 14,9216587
Item 15,13012773
Item 16,1559655
Item 17,6443289
Item 18,11041854
Item 19,33449
Item 20,1021297
Item 21,5311947
Item 22,10986404
Item 23,2671651
Item 24,6451873
Item 25,2495446
User,2400
Gender,Female
AgeGroup,50+
Hobbies,Indoors
Profession,Professor
Item 1,6839434
Item 2,12285424
Item 3,4546014
Item 4,7023946
Item 5,33449
Item 6,1690388
Item 7,3648305
Item 8,3918124
Item 9,8286890
Item 10,12291609
Item 11,11041854
Item 12,9532785
Item 13,11433316
Item 14,13644495
Item 15,10072787
Item 16,1559655
Item 17,6443289
Item 18,193652
Item 19,7136371
Item 20,124277
Item 21,3427815
Item 22,11049346
Item 23,8036406
Item 24,6133638
Item 25,511016
User,2401
Gender,Male
AgeGroup,18-30
Hobbies,Outdoors
Profession,Student
Item 1,1559655
Item 2,6443289
Item 3,7669807
Item 4,9135603
Item 5,6324076
Item 6,11781190
Item 7,835683
Item 8,1021297
Item 9,7487418
Item 10,2045991
Item 11,4951277
Item 12,6230399
Item 13,13218693
Item 14,2495446
Item 15,9332217
Item 16,6451873
Item 17,2599807
Item 18,9164087
Item 19,4924314
Item 20,8351884
Item 21,1910856
Item 22,13544734
Item 23,884518
Item 24,8403711
Item 25,1615614
User,2402
Gender,Female
AgeGroup,18-30
Hobbies,Outdoors
Profession,Student
Item 1,4951277
Item 2,2045991
Item 3,6230399
Item 4,9332217
Item 5,7669807
Item 6,6324076
Item 7,1559655
Item 8,6443289
Item 9,13218693
Item 10,1021297
Item 11,835683
Item 12,6451873
Item 13,11781190
Item 14,7487418
Item 15,2495446
Item 16,9135603
Item 17,2599807
Item 18,9164087
Item 19,4924314
Item 20,1910856
Item 21,8351884
Item 22,13544734
Item 23,884518
Item 24,8403711
Item 25,1615614
User,2403
Gender,Male
AgeGroup,18-30
Hobbies,Outdoors
Profession,Student
Item 1,1559655
Item 2,6443289
Item 3,1084712
Item 4,3411845
Item 5,2275891
Item 6,6896055
Item 7,6502910
Item 8,2596677
Item 9,1024587
Item 10,11388684
Item 11,4573768
Item 12,1758811
Item 13,4116862
Item 14,5324390
Item 15,1293971
Item 16,3171362
Item 17,1163153
Item 18,1629582
Item 19,892315
Item 20,2475239
Item 21,3427815
Item 22,11049346
Item 23,8036406
Item 24,6133638
Item 25,3918124
User,2404
Gender,Female
AgeGroup,50+
Hobbies,Indoors
Profession,Professor
Item 1,6839434
Item 2,12285424
Item 3,4546014
Item 4,7023946
Item 5,33449
Item 6,1690388
Item 7,3648305
Item 8,3918124
Item 9,8286890
Item 10,12291609
Item 11,11041854
Item 12,9532785
Item 13,11433316
Item 14,13644495
Item 15,10072787
Item 16,1559655
Item 17,6443289
Item 18,193652
Item 19,7136371
Item 20,124277
Item 21,3427815
Item 22,11049346
Item 23,8036406
Item 24,6133638
Item 25,511016
User,2405
Gender,Male
AgeGroup,30-50
Hobbies,Indoors
Profession,IT Professional
Item 1,1559655
Item 2,6443289
Item 3,7669807
Item 4,9135603
Item 5,6324076
Item 6,6896055
Item 7,11388684
Item 8,2275891
Item 9,4573768
Item 10,6502910
Item 11,2596677
Item 12,1024587
Item 13,1629582
Item 14,1758811
Item 15,4116862
Item 16,5324390
Item 17,1293971
Item 18,3171362
Item 19,1163153
Item 20,892315
Item 21,2475239
Item 22,3427815
Item 23,11049346
Item 24,8036406
Item 25,6133638
User,2406
Gender,Female
AgeGroup,50+
Hobbies,Indoors
Profession,Professor
Item 1,2082415
Item 2,1690388
Item 3,8696863
Item 4,511016
Item 5,6839434
Item 6,4737648
Item 7,3648305
Item 8,3918124
Item 9,7023946
Item 10,12291609
Item 11,33449
Item 12,4546014
Item 13,11433316
Item 14,9532785
Item 15,10072787
Item 16,1559655
Item 17,6443289
Item 18,193652
Item 19,8286890
Item 20,124277
Item 21,3427815
Item 22,11041854
Item 23,8036406
Item 24,6133638
Item 25,3811042
User,2407
Gender,Female
AgeGroup,50+
Hobbies,Outdoors
Profession,Professor
Item 1,6839434
Item 2,12285424
Item 3,4546014
Item 4,7023946
Item 5,33449
Item 6,1690388
Item 7,3648305
Item 8,3918124
Item 9,8286890
Item 10,12291609
Item 11,11041854
Item 12,9532785
Item 13,11433316
Item 14,13644495
Item 15,10072787
Item 16,1559655
Item 17,6443289
Item 18,193652
Item 19,7136371
Item 20,124277
Item 21,3427815
Item 22,11049346
Item 23,8036406
Item 24,6133638
Item 25,511016
User,2408
Gender,Female
AgeGroup,18-30
Hobbies,Indoors
Profession,Student
Item 1,1559655
Item 2,6443289
Item 3,1629582
Item 4,1084712
Item 5,3411845
Item 6,2275891
Item 7,6896055
Item 8,6502910
Item 9,2596677
Item 10,1024587
Item 11,11388684
Item 12,4573768
Item 13,1758811
Item 14,4116862
Item 15,5324390
Item 16,1293971
Item 17,3171362
Item 18,1163153
Item 19,892315
Item 20,2475239
Item 21,3427815
Item 22,11049346
Item 23,8036406
Item 24,6133638
Item 25,3918124
User,2409
Gender,Female
AgeGroup,30-50
Hobbies,Outdoors
Profession,IT Professional
Item 1,3332725
Item 2,13012773
Item 3,7658608
Item 4,6451873
Item 5,5359984
Item 6,1741540
Item 7,10659884
Item 8,8696863
Item 9,5346428
Item 10,1021297
Item 11,3386165
Item 12,10791419
Item 13,2437142
Item 14,4983622
Item 15,831715
Item 16,1559655
Item 17,6443289
Item 18,11041854
Item 19,124277
Item 20,33449
Item 21,3700753
Item 22,511016
Item 23,6839434
Item 24,6956281
Item 25,4215596
User,2410
Gender,Female
AgeGroup,18-30
Hobbies,Outdoors
Profession,Student
Item 1,2045991
Item 2,2599807
Item 3,7487418
Item 4,7669807
Item 5,4924314
Item 6,835683
Item 7,4951277
Item 8,11781190
Item 9,9164087
Item 10,8351884
Item 11,13544734
Item 12,6324076
Item 13,884518
Item 14,1559655
Item 15,6443289
Item 16,13218693
Item 17,9332217
Item 18,6451873
Item 19,2495446
Item 20,1021297
Item 21,1910856
Item 22,6230399
Item 23,9135603
Item 24,8403711
Item 25,1615614
User,2411
Gender,Female
AgeGroup,18-30
Hobbies,Outdoors
Profession,Student
Item 1,1559655
Item 2,6443289
Item 3,1629582
Item 4,1084712
Item 5,3411845
Item 6,2275891
Item 7,6896055
Item 8,6502910
Item 9,2596677
Item 10,1024587
Item 11,11388684
Item 12,4573768
Item 13,1758811
Item 14,4116862
Item 15,5324390
Item 16,1293971
Item 17,3171362
Item 18,1163153
Item 19,892315
Item 20,2475239
Item 21,3427815
Item 22,11049346
Item 23,8036406
Item 24,6133638
Item 25,3918124
User,2412
Gender,Female
AgeGroup,50+
Hobbies,Indoors
Profession,Professor
Item 1,1741540
Item 2,8163952
Item 3,7807956
Item 4,5359984
Item 5,1021297
Item 6,10791419
Item 7,2437142
Item 8,6451873
Item 9,7424682
Item 10,3700753
Item 11,3386165
Item 12,5346428
Item 13,8696863
Item 14,6207373
Item 15,6956281
Item 16,1559655
Item 17,6443289
Item 18,11041854
Item 19,124277
Item 20,33449
Item 21,831715
Item 22,4983622
Item 23,6839434
Item 24,511016
Item 25,13012773
User,2413
Gender,Female
AgeGroup,30-50
Hobbies,Outdoors
Profession,IT Professional
Item 1,7658608
Item 2,5359984
Item 3,10659884
Item 4,6451873
Item 5,2437142
Item 6,13012773
Item 7,10791419
Item 8,8696863
Item 9,7424682
Item 10,1021297
Item 11,3386165
Item 12,1741540
Item 13,6956281
Item 14,831715
Item 15,4983622
Item 16,1559655
Item 17,6443289
Item 18,11041854
Item 19,124277
Item 20,33449
Item 21,3700753
Item 22,511016
Item 23,6839434
Item 24,5346428
Item 25,3332725
User,2414
Gender,Female
AgeGroup,30-50
Hobbies,Outdoors
Profession,IT Professional
Item 1,831715
Item 2,6956281
Item 3,5944112
Item 4,2082415
Item 5,11433316
Item 6,3811042
Item 7,511016
Item 8,124277
Item 9,1690388
Item 10,11041854
Item 11,9532785
Item 12,11150622
Item 13,8696863
Item 14,4546014
Item 15,6839434
Item 16,1559655
Item 17,6443289
Item 18,193652
Item 19,8286890
Item 20,12291609
Item 21,3427815
Item 22,33449
Item 23,8036406
Item 24,4737648
Item 25,4983622
User,2415
Gender,Male
AgeGroup,50+
Hobbies,Indoors
Profession,Professor
Item 1,1006796
Item 2,1819387
Item 3,11708663
Item 4,835683
Item 5,884518
Item 6,2271256
Item 7,13544734
Item 8,33449
Item 9,9216587
Item 10,4766309
Item 11,7240753
Item 12,8310025
Item 13,10659884
Item 14,10986404
Item 15,5311947
Item 16,1559655
Item 17,6443289
Item 18,6451873
Item 19,11041854
Item 20,5346428
Item 21,13012773
Item 22,2671651
Item 23,1910856
Item 24,1021297
Item 25,270032
User,2416
Gender,Male
AgeGroup,18-30
Hobbies,Outdoors
Profession,Student
Item 1,1559655
Item 2,6443289
Item 3,1084712
Item 4,3411845
Item 5,2275891
Item 6,6896055
Item 7,6502910
Item 8,2596677
Item 9,1024587
Item 10,11388684
Item 11,4573768
Item 12,1758811
Item 13,4116862
Item 14,5324390
Item 15,1293971
Item 16,3171362
Item 17,1163153
Item 18,1629582
Item 19,892315
Item 20,2475239
Item 21,3427815
Item 22,11049346
Item 23,8036406
Item 24,6133638
Item 25,3918124
User,2417
Gender,Female
AgeGroup,50+
Hobbies,Indoors
Profession,Professor
Item 1,831715
Item 2,6956281
Item 3,5944112
Item 4,2082415
Item 5,11433316
Item 6,3811042
Item 7,511016
Item 8,124277
Item 9,1690388
Item 10,11041854
Item 11,9532785
Item 12,11150622
Item 13,8696863
Item 14,4546014
Item 15,6839434
Item 16,1559655
Item 17,6443289
Item 18,193652
Item 19,8286890
Item 20,12291609
Item 21,3427815
Item 22,33449
Item 23,8036406
Item 24,4737648
Item 25,4983622
User,2418
Gender,Female
AgeGroup,50+
Hobbies,Indoors
Profession,Professor
Item 1,6839434
Item 2,12285424
Item 3,4546014
Item 4,7023946
Item 5,33449
Item 6,1690388
Item 7,3648305
Item 8,3918124
Item 9,8286890
Item 10,12291609
Item 11,11041854
Item 12,9532785
Item 13,11433316
Item 14,13644495
Item 15,10072787
Item 16,1559655
Item 17,6443289
Item 18,193652
Item 19,7136371
Item 20,124277
Item 21,3427815
Item 22,11049346
Item 23,8036406
Item 24,6133638
Item 25,511016
User,2419
Gender,Female
AgeGroup,18-30
Hobbies,Indoors
Profession,Student
Item 1,1559655
Item 2,6443289
Item 3,7669807
Item 4,3918124
Item 5,3411845
Item 6,2275891
Item 7,6896055
Item 8,6502910
Item 9,2596677
Item 10,1024587
Item 11,11388684
Item 12,4573768
Item 13,1758811
Item 14,4116862
Item 15,5324390
Item 16,1293971
Item 17,3171362
Item 18,1163153
Item 19,1629582
Item 20,892315
Item 21,2475239
Item 22,3427815
Item 23,11049346
Item 24,8036406
Item 25,6133638
User,2420
Gender,Female
AgeGroup,18-30
Hobbies,Outdoors
Profession,Student
Item 1,1559655
Item 2,6443289
Item 3,7669807
Item 4,9135603
Item 5,6324076
Item 6,6896055
Item 7,11388684
Item 8,2275891
Item 9,4573768
Item 10,6502910
Item 11,2596677
Item 12,1024587
Item 13,1629582
Item 14,1758811
Item 15,4116862
Item 16,5324390
Item 17,1293971
Item 18,3171362
Item 19,1163153
Item 20,892315
Item 21,2475239
Item 22,3427815
Item 23,11049346
Item 24,8036406
Item 25,6133638
User,2421
Gender,Female
AgeGroup,18-30
Hobbies,Indoors
Profession,Student
Item 1,7669807
Item 2,1559655
Item 3,6443289
Item 4,9135603
Item 5,6324076
Item 6,11781190
Item 7,835683
Item 8,1021297
Item 9,7487418
Item 10,2045991
Item 11,4951277
Item 12,6230399
Item 13,13218693
Item 14,2495446
Item 15,9332217
Item 16,6451873
Item 17,2599807
Item 18,9164087
Item 19,4924314
Item 20,8351884
Item 21,1910856
Item 22,13544734
Item 23,884518
Item 24,8403711
Item 25,1629582
User,2422
Gender,Female
AgeGroup,50+
Hobbies,Indoors
Profession,Professor
Item 1,6839434
Item 2,12285424
Item 3,4546014
Item 4,7023946
Item 5,33449
Item 6,1690388
Item 7,3648305
Item 8,3918124
Item 9,8286890
Item 10,12291609
Item 11,11041854
Item 12,9532785
Item 13,11433316
Item 14,13644495
Item 15,10072787
Item 16,1559655
Item 17,6443289
Item 18,193652
Item 19,7136371
Item 20,124277
Item 21,3427815
Item 22,11049346
Item 23,8036406
Item 24,6133638
Item 25,511016
User,2423
Gender,Male
AgeGroup,30-50
Hobbies,Outdoors
Profession,IT Professional
Item 1,1559655
Item 2,6443289
Item 3,7669807
Item 4,9135603
Item 5,6324076
Item 6,11781190
Item 7,835683
Item 8,1021297
Item 9,7487418
Item 10,2045991
Item 11,4951277
Item 12,6230399
Item 13,13218693
Item 14,2495446
Item 15,9332217
Item 16,11049346
Item 17,8036406
Item 18,2275891
Item 19,2596677
Item 20,1024587
Item 21,5324390
Item 22,1293971
Item 23,3171362
Item 24,1163153
Item 25,6133638
User,2424
Gender,Male
AgeGroup,50+
Hobbies,Indoors
Profession,Professor
Item 1,2045991
Item 2,11781190
Item 3,4951277
Item 4,9164087
Item 5,7487418
Item 6,2599807
Item 7,2495446
Item 8,6324076
Item 9,1559655
Item 10,6443289
Item 11,13218693
Item 12,7669807
Item 13,9332217
Item 14,1021297
Item 15,835683
Item 16,6451873
Item 17,6230399
Item 18,9135603
Item 19,4924314
Item 20,1910856
Item 21,8351884
Item 22,13544734
Item 23,884518
Item 24,8403711
Item 25,1615614
User,2425
Gender,Male
AgeGroup,18-30
Hobbies,Outdoors
Profession,Student
Item 1,1559655
Item 2,6443289
Item 3,1084712
Item 4,3411845
Item 5,2275891
Item 6,6896055
Item 7,6502910
Item 8,2596677
Item 9,1024587
Item 10,11388684
Item 11,4573768
Item 12,1758811
Item 13,4116862
Item 14,5324390
Item 15,1293971
Item 16,3171362
Item 17,1163153
Item 18,1629582
Item 19,892315
Item 20,2475239
Item 21,3427815
Item 22,11049346
Item 23,8036406
Item 24,6133638
Item 25,3918124
User,2426
Gender,Male
AgeGroup,30-50
Hobbies,Indoors
Profession,IT Professional
Item 1,1559655
Item 2,6443289
Item 3,7669807
Item 4,9135603
Item 5,6324076
Item 6,11781190
Item 7,835683
Item 8,1021297
Item 9,7487418
Item 10,2045991
Item 11,4951277
Item 12,6230399
Item 13,2475239
Item 14,3427815
Item 15,2275891
Item 16,4116862
Item 17,2596677
Item 18,1024587
Item 19,11049346
Item 20,5324390
Item 21,1293971
Item 22,3171362
Item 23,1163153
Item 24,8036406
Item 25,6133638
User,2427
Gender,Male
AgeGroup,18-30
Hobbies,Indoors
Profession,Student
Item 1,1559655
Item 2,6443289
Item 3,1084712
Item 4,3411845
Item 5,2275891
Item 6,6896055
Item 7,6502910
Item 8,2596677
Item 9,1024587
Item 10,11388684
Item 11,4573768
Item 12,1758811
Item 13,4116862
Item 14,5324390
Item 15,1293971
Item 16,3171362
Item 17,1163153
Item 18,1629582
Item 19,892315
Item 20,2475239
Item 21,3427815
Item 22,11049346
Item 23,8036406
Item 24,6133638
Item 25,3918124
User,2428
Gender,Female
AgeGroup,18-30
Hobbies,Outdoors
Profession,Student
Item 1,1559655
Item 2,6443289
Item 3,1629582
Item 4,1084712
Item 5,3411845
Item 6,2275891
Item 7,6896055
Item 8,6502910
Item 9,2596677
Item 10,1024587
Item 11,11388684
Item 12,4573768
Item 13,1758811
Item 14,4116862
Item 15,5324390
Item 16,1293971
Item 17,3171362
Item 18,1163153
Item 19,892315
Item 20,2475239
Item 21,3427815
Item 22,11049346
Item 23,8036406
Item 24,6133638
Item 25,3918124
User,2429
Gender,Female
AgeGroup,30-50
Hobbies,Indoors
Profession,IT Professional
Item 1,7240753
Item 2,835683
Item 3,9216587
Item 4,5521358
Item 5,4082771
Item 6,7778720
Item 7,8232938
Item 8,33449
Item 9,5311947
Item 10,2671651
Item 11,1910856
Item 12,13544734
Item 13,13012773
Item 14,10659884
Item 15,1741540
Item 16,1559655
Item 17,6443289
Item 18,6451873
Item 19,11041854
Item 20,5346428
Item 21,10791419
Item 22,5698987
Item 23,10986404
Item 24,1021297
Item 25,4666481
User,2430
Gender,Male
AgeGroup,50+
Hobbies,Outdoors
Profession,Professor
Item 1,6839434
Item 2,12285424
Item 3,4546014
Item 4,7023946
Item 5,33449
Item 6,1690388
Item 7,3648305
Item 8,3918124
Item 9,8286890
Item 10,12291609
Item 11,11041854
Item 12,9532785
Item 13,11433316
Item 14,13644495
Item 15,10072787
Item 16,1559655
Item 17,6443289
Item 18,193652
Item 19,7136371
Item 20,124277
Item 21,3427815
Item 22,11049346
Item 23,8036406
Item 24,6133638
Item 25,511016
User,2431
Gender,Female
AgeGroup,18-30
Hobbies,Outdoors
Profession,Student
Item 1,1559655
Item 2,6443289
Item 3,7669807
Item 4,9135603
Item 5,6324076
Item 6,11781190
Item 7,835683
Item 8,1021297
Item 9,7487418
Item 10,2045991
Item 11,4951277
Item 12,6230399
Item 13,2475239
Item 14,3427815
Item 15,2275891
Item 16,4116862
Item 17,2596677
Item 18,1024587
Item 19,11049346
Item 20,5324390
Item 21,1293971
Item 22,3171362
Item 23,1163153
Item 24,8036406
Item 25,6133638
User,2432
Gender,Male
AgeGroup,18-30
Hobbies,Outdoors
Profession,Student
Item 1,1559655
Item 2,6443289
Item 3,1084712
Item 4,3411845
Item 5,2275891
Item 6,6896055
Item 7,6502910
Item 8,2596677
Item 9,1024587
Item 10,11388684
Item 11,4573768
Item 12,1758811
Item 13,4116862
Item 14,5324390
Item 15,1293971
Item 16,3171362
Item 17,1163153
Item 18,1629582
Item 19,892315
Item 20,2475239
Item 21,3427815
Item 22,11049346
Item 23,8036406
Item 24,6133638
Item 25,3918124
User,2433
Gender,Male
AgeGroup,30-50
Hobbies,Outdoors
Profession,IT Professional
Item 1,831715
Item 2,6956281
Item 3,5944112
Item 4,2082415
Item 5,11433316
Item 6,3811042
Item 7,511016
Item 8,124277
Item 9,1690388
Item 10,11041854
Item 11,9532785
Item 12,11150622
Item 13,8696863
Item 14,4546014
Item 15,6839434
Item 16,1559655
Item 17,6443289
Item 18,193652
Item 19,8286890
Item 20,12291609
Item 21,3427815
Item 22,33449
Item 23,8036406
Item 24,4737648
Item 25,4983622
User,2434
Gender,Male
AgeGroup,50+
Hobbies,Outdoors
Profession,Professor
Item 1,11150622
Item 2,2082415
Item 3,3811042
Item 4,511016
Item 5,11433316
Item 6,8696863
Item 7,6839434
Item 8,124277
Item 9,7023946
Item 10,11041854
Item 11,9532785
Item 12,4737648
Item 13,1690388
Item 14,10072787
Item 15,4546014
Item 16,1559655
Item 17,6443289
Item 18,193652
Item 19,8286890
Item 20,12291609
Item 21,3427815
Item 22,33449
Item 23,8036406
Item 24,6133638
Item 25,6956281
User,2435
Gender,Female
AgeGroup,18-30
Hobbies,Outdoors
Profession,Student
Item 1,270032
Item 2,1819387
Item 3,1006796
Item 4,7240753
Item 5,884518
Item 6,4766309
Item 7,11708663
Item 8,2671651
Item 9,9216587
Item 10,1910856
Item 11,835683
Item 12,8310025
Item 13,13012773
Item 14,5346428
Item 15,10659884
Item 16,1559655
Item 17,6443289
Item 18,33449
Item 19,11041854
Item 20,13544734
Item 21,5311947
Item 22,6451873
Item 23,10986404
Item 24,1021297
Item 25,1615614
User,2436
Gender,Female
AgeGroup,50+
Hobbies,Outdoors
Profession,Professor
Item 1,6839434
Item 2,12285424
Item 3,4546014
Item 4,7023946
Item 5,33449
Item 6,1690388
Item 7,3648305
Item 8,3918124
Item 9,8286890
Item 10,12291609
Item 11,11041854
Item 12,9532785
Item 13,11433316
Item 14,13644495
Item 15,10072787
Item 16,1559655
Item 17,6443289
Item 18,193652
Item 19,7136371
Item 20,124277
Item 21,3427815
Item 22,11049346
Item 23,8036406
Item 24,6133638
Item 25,511016
User,2437
Gender,Female
AgeGroup,30-50
Hobbies,Outdoors
Profession,IT Professional
Item 1,3332725
Item 2,7658608
Item 3,10659884
Item 4,6451873
Item 5,5359984
Item 6,13012773
Item 7,10791419
Item 8,8696863
Item 9,5346428
Item 10,1021297
Item 11,3386165
Item 12,1741540
Item 13,6956281
Item 14,831715
Item 15,4983622
Item 16,1559655
Item 17,6443289
Item 18,11041854
Item 19,124277
Item 20,33449
Item 21,3700753
Item 22,511016
Item 23,6839434
Item 24,2437142
Item 25,4215596
User,2438
Gender,Male
AgeGroup,18-30
Hobbies,Indoors
Profession,Student
Item 1,1559655
Item 2,6443289
Item 3,1084712
Item 4,3411845
Item 5,2275891
Item 6,6896055
Item 7,6502910
Item 8,2596677
Item 9,1024587
Item 10,11388684
Item 11,4573768
Item 12,1758811
Item 13,4116862
Item 14,5324390
Item 15,1293971
Item 16,3171362
Item 17,1163153
Item 18,1629582
Item 19,892315
Item 20,2475239
Item 21,3427815
Item 22,11049346
Item 23,8036406
Item 24,6133638
Item 25,3918124
User,2439
Gender,Male
AgeGroup,18-30
Hobbies,Indoors
Profession,Student
Item 1,1559655
Item 2,6443289
Item 3,1084712
Item 4,3411845
Item 5,2275891
Item 6,6896055
Item 7,6502910
Item 8,2596677
Item 9,1024587
Item 10,11388684
Item 11,4573768
Item 12,1758811
Item 13,4116862
Item 14,5324390
Item 15,1293971
Item 16,3171362
Item 17,1163153
Item 18,1629582
Item 19,892315
Item 20,2475239
Item 21,3427815
Item 22,11049346
Item 23,8036406
Item 24,6133638
Item 25,3918124
User,2440
Gender,Male
AgeGroup,50+
Hobbies,Outdoors
Profession,Professor
Item 1,1559655
Item 2,6443289
Item 3,7669807
Item 4,9135603
Item 5,6324076
Item 6,11781190
Item 7,11388684
Item 8,4573768
Item 9,2275891
Item 10,1629582
Item 11,6502910
Item 12,2596677
Item 13,1024587
Item 14,892315
Item 15,1758811
Item 16,4116862
Item 17,5324390
Item 18,1293971
Item 19,3171362
Item 20,1163153
Item 21,2475239
Item 22,3427815
Item 23,11049346
Item 24,8036406
Item 25,6133638
User,2441
Gender,Female
AgeGroup,30-50
Hobbies,Outdoors
Profession,IT Professional
Item 1,1559655
Item 2,6443289
Item 3,1084712
Item 4,3411845
Item 5,2275891
Item 6,6896055
Item 7,6502910
Item 8,2596677
Item 9,1024587
Item 10,11388684
Item 11,4573768
Item 12,1758811
Item 13,4116862
Item 14,5324390
Item 15,1293971
Item 16,3171362
Item 17,1163153
Item 18,1629582
Item 19,892315
Item 20,2475239
Item 21,3427815
Item 22,11049346
Item 23,8036406
Item 24,6133638
Item 25,3918124
User,2442
Gender,Female
AgeGroup,50+
Hobbies,Outdoors
Profession,Professor
Item 1,6839434
Item 2,12285424
Item 3,4546014
Item 4,7023946
Item 5,33449
Item 6,1690388
Item 7,3648305
Item 8,3918124
Item 9,8286890
Item 10,12291609
Item 11,11041854
Item 12,9532785
Item 13,11433316
Item 14,13644495
Item 15,10072787
Item 16,1559655
Item 17,6443289
Item 18,193652
Item 19,7136371
Item 20,124277
Item 21,3427815
Item 22,11049346
Item 23,8036406
Item 24,6133638
Item 25,511016
User,2443
Gender,Female
AgeGroup,18-30
Hobbies,Indoors
Profession,Student
Item 1,1559655
Item 2,6443289
Item 3,1629582
Item 4,1084712
Item 5,3411845
Item 6,2275891
Item 7,6896055
Item 8,6502910
Item 9,2596677
Item 10,1024587
Item 11,11388684
Item 12,4573768
Item 13,1758811
Item 14,4116862
Item 15,5324390
Item 16,1293971
Item 17,3171362
Item 18,1163153
Item 19,892315
Item 20,2475239
Item 21,3427815
Item 22,11049346
Item 23,8036406
Item 24,6133638
Item 25,3918124
User,2444
Gender,Female
AgeGroup,18-30
Hobbies,Indoors
Profession,Student
Item 1,1559655
Item 2,6443289
Item 3,7669807
Item 4,3918124
Item 5,3411845
Item 6,2275891
Item 7,6896055
Item 8,6502910
Item 9,2596677
Item 10,1024587
Item 11,11388684
Item 12,4573768
Item 13,1758811
Item 14,4116862
Item 15,5324390
Item 16,1293971
Item 17,3171362
Item 18,1163153
Item 19,1629582
Item 20,892315
Item 21,2475239
Item 22,3427815
Item 23,11049346
Item 24,8036406
Item 25,6133638
User,2445
Gender,Male
AgeGroup,30-50
Hobbies,Indoors
Profession,IT Professional
Item 1,1559655
Item 2,6443289
Item 3,1084712
Item 4,3411845
Item 5,2275891
Item 6,6896055
Item 7,6502910
Item 8,2596677
Item 9,1024587
Item 10,11388684
Item 11,4573768
Item 12,1758811
Item 13,4116862
Item 14,5324390
Item 15,1293971
Item 16,3171362
Item 17,1163153
Item 18,1629582
Item 19,892315
Item 20,2475239
Item 21,3427815
Item 22,11049346
Item 23,8036406
Item 24,6133638
Item 25,3918124
User,2446
Gender,Male
AgeGroup,50+
Hobbies,Indoors
Profession,Professor
Item 1,7669807
Item 2,6324076
Item 3,835683
Item 4,1559655
Item 5,6443289
Item 6,11781190
Item 7,9135603
Item 8,1021297
Item 9,7487418
Item 10,2045991
Item 11,4951277
Item 12,6230399
Item 13,13218693
Item 14,2495446
Item 15,9332217
Item 16,6451873
Item 17,2599807
Item 18,9164087
Item 19,4924314
Item 20,1910856
Item 21,8351884
Item 22,13544734
Item 23,884518
Item 24,8403711
Item 25,1615614
User,2447
Gender,Male
AgeGroup,50+
