UserId,Gender,AgeGroup,Hobbies,Profession,Seasons,ListingId,PricePerDay,ReviewScore
2497,Female,18-30,Outdoors,Student,Winter,1455485,34,7
2498,Female,30-50,Indoors,IT Professional,Winter,3587772,75,9
2499,Male,50+,Indoors,Professor,Spring,1719980,99,9
2500,Male,50+,Indoors,Professor,Spring,11326229,175,10
2501,Male,30-50,Outdoors,IT Professional,Spring,1758811,125,10
2502,Female,18-30,Outdoors,Student,Summer,1751814,59,9
2503,Female,18-30,Outdoors,Student,Summer,11378131,80,8
2504,Male,18-30,Outdoors,Student,Fall,10527380,375,
2505,Female,18-30,Outdoors,Student,Fall,11041854,79,9
2506,Male,30-50,Indoors,IT Professional,Fall,11760628,90,10
2507,Female,18-30,Indoors,Student,Spring,2583104,70,10
2508,Male,30-50,Outdoors,IT Professional,Spring,12543773,97,
2509,Male,50+,Outdoors,Contractor,Fall,1466880,50,9
2510,Female,50+,Outdoors,Contractor,Spring,1314537,60,
2511,Male,30-50,Outdoors,IT Professional,Spring,1216600,65,9
2512,Female,18-30,Outdoors,Student,Spring,2495288,59,9
2513,Male,30-50,Indoors,IT Professional,Fall,2495446,20,9
2514,Male,18-30,Indoors,Student,Winter,1021297,54,9
2515,Female,18-30,Outdoors,Student,Spring,2758907,50,10
2516,Female,30-50,Indoors,IT Professional,Spring,4824906,130,9
2517,Male,30-50,Indoors,IT Professional,Spring,1493526,130,9
2518,Female,18-30,Indoors,Student,Fall,3750388,100,10
2519,Female,18-30,Indoors,Student,Summer,1685758,85,9
2520,Male,50+,Outdoors,Contractor,Summer,144369,50,9
2521,Female,30-50,Outdoors,IT Professional,Summer,1816056,97,9
2522,Female,30-50,Outdoors,IT Professional,Winter,11326229,175,10
2523,Male,30-50,Indoors,IT Professional,Fall,1751814,59,9
2524,Male,18-30,Outdoors,Student,Summer,3584896,995,9
2525,Female,30-50,Indoors,IT Professional,Summer,10527380,375,
2526,Male,18-30,Indoors,Student,Spring,11041854,79,9
2527,Female,50+,Outdoors,Contractor,Fall,12291609,200,10
2528,Male,50+,Indoors,Contractor,Summer,11760628,90,10
2529,Male,30-50,Indoors,IT Professional,Winter,12543773,97,
2530,Male,50+,Indoors,Contractor,Summer,1466880,50,9
2531,Female,18-30,Outdoors,Student,Winter,3040265,58,10
2532,Female,50+,Outdoors,Contractor,Summer,1314537,60,
2533,Female,50+,Indoors,Contractor,Spring,1216600,65,9
2534,Female,18-30,Outdoors,Student,Fall,2495288,59,9
2535,Male,50+,Outdoors,Contractor,Fall,3107710,65,
2536,Female,18-30,Outdoors,Student,Fall,1021297,54,9
2537,Female,18-30,Outdoors,Student,Summer,2126643,65,9
2538,Male,30-50,Indoors,IT Professional,Spring,1315562,110,10
2539,Male,18-30,Indoors,Student,Fall,1160458,569,9
2540,Female,30-50,Indoors,IT Professional,Fall,1296116,277,9
2541,Female,50+,Outdoors,Contractor,Fall,340991,177,9
2542,Female,50+,Outdoors,Contractor,Winter,1940339,389,10
2543,Female,30-50,Indoors,IT Professional,Winter,1274092,118,10
2544,Male,18-30,Outdoors,Student,Fall,1146795,239,10
2545,Female,30-50,Indoors,IT Professional,Spring,2063832,99,10
2546,Female,18-30,Indoors,Student,Spring,1211062,230,9
2547,Male,50+,Indoors,Contractor,Summer,11326229,175,10
2548,Male,18-30,Outdoors,Student,Spring,1758811,125,10
2549,Female,30-50,Indoors,IT Professional,Fall,1751814,59,9
2550,Male,50+,Indoors,Contractor,Spring,11378131,80,8
2551,Male,50+,Outdoors,Contractor,Summer,10527380,375,
2552,Female,30-50,Indoors,IT Professional,Winter,11041854,79,9
2553,Female,18-30,Outdoors,Student,Fall,11760628,90,10
2554,Male,50+,Indoors,Contractor,Winter,2583104,70,10
2555,Female,18-30,Indoors,Student,Fall,12543773,97,
2556,Female,30-50,Indoors,IT Professional,Summer,1466880,50,9
2557,Male,18-30,Outdoors,Student,Winter,1314537,60,
2558,Male,50+,Outdoors,Contractor,Fall,1216600,65,9
2559,Male,50+,Indoors,Contractor,Summer,2495288,59,9
2560,Male,50+,Outdoors,Contractor,Spring,2495446,20,9
2561,Male,30-50,Outdoors,IT Professional,Spring,1021297,54,9
2562,Male,50+,Indoors,Contractor,Spring,1690388,95,10
2563,Male,18-30,Outdoors,Student,Spring,1078945,70,8
2564,Female,30-50,Outdoors,IT Professional,Spring,3097745,55,
2565,Female,50+,Indoors,Contractor,Summer,2573322,150,9
2566,Female,30-50,Outdoors,IT Professional,Spring,1099158,65,9
2567,Male,50+,Outdoors,Contractor,Spring,11326229,175,10
2568,Male,30-50,Outdoors,IT Professional,Summer,1758811,125,10
2569,Male,50+,Outdoors,Contractor,Summer,1751814,59,9
2570,Male,18-30,Outdoors,Student,Spring,3584896,995,9
2571,Male,30-50,Indoors,IT Professional,Summer,10527380,375,
2572,Female,50+,Outdoors,Contractor,Spring,11041854,79,9
2573,Male,30-50,Indoors,IT Professional,Spring,11760628,90,10
2574,Female,50+,Outdoors,Contractor,Spring,2845318,178,9
2575,Female,30-50,Outdoors,IT Professional,Winter,12543773,97,
2576,Male,18-30,Outdoors,Student,Fall,1466880,50,9
2577,Male,30-50,Indoors,IT Professional,Summer,1130984,60,9
2578,Female,50+,Indoors,Contractor,Fall,3786341,55,9
2579,Male,50+,Outdoors,Contractor,Winter,1819387,55,9
2580,Male,30-50,Outdoors,IT Professional,Fall,3818217,65,8
2581,Female,30-50,Outdoors,IT Professional,Winter,1455485,34,7
2582,Male,50+,Indoors,Contractor,Winter,1719980,99,9
2583,Female,30-50,Outdoors,IT Professional,Winter,3161643,96,10
2584,Female,18-30,Indoors,Student,Winter,4504894,150,7
2585,Female,50+,Outdoors,Contractor,Fall,4824906,130,9
2586,Male,18-30,Indoors,Student,Summer,1493526,130,9
2587,Female,30-50,Indoors,IT Professional,Fall,11326229,175,10
2588,Male,18-30,Indoors,Student,Winter,4116862,150,10
2589,Male,18-30,Indoors,Student,Summer,1751814,59,9
2590,Female,30-50,Indoors,IT Professional,Winter,10527380,375,
2591,Female,30-50,Outdoors,IT Professional,Fall,5014683,69,10
2592,Male,30-50,Outdoors,IT Professional,Summer,11041854,79,9
2593,Male,18-30,Indoors,Student,Fall,11760628,90,10
2594,Female,18-30,Outdoors,Student,Spring,2583104,70,10
2595,Male,18-30,Indoors,Student,Spring,12543773,97,
2596,Female,18-30,Outdoors,Student,Summer,1466880,50,9
2597,Female,50+,Outdoors,Contractor,Winter,1685758,85,9
2598,Female,50+,Outdoors,Contractor,Spring,4339769,130,10
2599,Female,18-30,Outdoors,Student,Summer,1314537,60,
2600,Male,30-50,Outdoors,IT Professional,Fall,1216600,65,9
2601,Female,18-30,Indoors,Student,Fall,2495288,59,9
2602,Male,30-50,Outdoors,Professor,Fall,3107710,65,
2603,Female,30-50,Outdoors,Professor,Spring,1021297,54,9
2604,Male,30-50,Indoors,Professor,Spring,144369,50,9
2605,Female,30-50,Outdoors,Professor,Spring,1816056,97,9
2606,Male,50+,Indoors,Contractor,Summer,2126643,65,9
2607,Male,30-50,Outdoors,Professor,Fall,193652,250,10
2608,Female,50+,Outdoors,Contractor,Winter,4255429,159,9
2609,Female,18-30,Outdoors,Student,Fall,11326229,175,10
2610,Female,30-50,Outdoors,Professor,Spring,1751814,59,9
2611,Female,30-50,Outdoors,Professor,Summer,3584896,995,9
2612,Male,50+,Outdoors,Contractor,Winter,10527380,375,
2613,Male,30-50,Indoors,Professor,Fall,11041854,79,9
2614,Male,50+,Outdoors,Contractor,Spring,11565061,249,9
2615,Male,18-30,Indoors,Student,Fall,11760628,90,10
2616,Male,18-30,Outdoors,Student,Summer,2583104,70,10
2617,Female,50+,Indoors,Contractor,Winter,12543773,97,
2618,Male,50+,Indoors,Contractor,Winter,220961,158,9
2619,Female,18-30,Indoors,Student,Summer,159759,175,10
2620,Female,18-30,Outdoors,Student,Spring,1020810,65,9
2621,Male,18-30,Indoors,Student,Spring,1479430,49,9
2622,Female,30-50,Indoors,Professor,Fall,5165147,25,10
2623,Male,30-50,Indoors,Professor,Fall,2102522,35,9
2624,Female,30-50,Indoors,Professor,Winter,1216600,65,9
2625,Male,30-50,Outdoors,Professor,Winter,415848,80,8
2626,Female,50+,Outdoors,Contractor,Fall,2495288,59,9
2627,Male,18-30,Outdoors,Student,Winter,1021299,35,9
2628,Male,18-30,Outdoors,Student,Spring,1021297,54,9
2629,Male,18-30,Outdoors,Student,Summer,3702678,28,9
2630,Female,18-30,Outdoors,Student,Summer,5307491,36,9
2631,Female,30-50,Indoors,Professor,Fall,2798921,65,10
2632,Male,50+,Indoors,Contractor,Spring,1113587,45,8
2633,Female,50+,Indoors,Contractor,Summer,1192448,190,7
2634,Female,30-50,Outdoors,Professor,Winter,5244837,35,8
2635,Male,18-30,Outdoors,Student,Fall,1020442,35,9
2636,Male,50+,Indoors,Contractor,Winter,2082415,75,9
2637,Female,18-30,Outdoors,Student,Fall,1690388,95,10
2638,Female,50+,Outdoors,Contractor,Spring,1314537,60,
2639,Male,50+,Indoors,Contractor,Fall,1216600,65,9
2640,Female,50+,Outdoors,Contractor,Spring,2495288,59,9
2641,Female,18-30,Indoors,Student,Spring,3107710,65,
2642,Male,30-50,Indoors,Professor,Fall,1021297,54,9
2643,Female,18-30,Outdoors,Student,Winter,1078945,70,8
2644,Male,18-30,Outdoors,Student,Summer,1758811,125,10
2645,Female,30-50,Indoors,Professor,Spring,1751814,59,9
2646,Female,18-30,Outdoors,Student,Summer,11378131,80,8
2647,Male,50+,Outdoors,Contractor,Winter,10527380,375,
2648,Male,18-30,Indoors,Student,Summer,11041854,79,9
2649,Female,50+,Outdoors,Contractor,Winter,11760628,90,10
2650,Female,50+,Indoors,Contractor,Summer,2583104,70,10
2651,Male,50+,Outdoors,Contractor,Spring,12543773,97,
2652,Female,30-50,Indoors,Professor,Winter,1466880,50,9
2653,Male,30-50,Outdoors,Professor,Winter,4856177,48,9
2654,Male,50+,Outdoors,Contractor,Winter,1216600,65,9
2655,Male,30-50,Outdoors,Professor,Summer,415848,80,8
2656,Male,30-50,Indoors,Professor,Spring,2495288,59,9
2657,Female,50+,Outdoors,Contractor,Winter,1021299,35,9
2658,Male,50+,Outdoors,Contractor,Fall,1021297,54,9
2659,Female,30-50,Indoors,Professor,Summer,2671651,60,10
2660,Female,50+,Outdoors,Contractor,Spring,2573322,150,9
2661,Male,50+,Outdoors,Contractor,Fall,1099158,65,9
2662,Male,30-50,Outdoors,Professor,Spring,11326229,175,10
2663,Male,50+,Outdoors,Contractor,Winter,1758811,125,10
2664,Male,30-50,Outdoors,Professor,Winter,1751814,59,9
2665,Female,18-30,Indoors,Student,Fall,11378131,80,8
2666,Male,18-30,Outdoors,Student,Summer,10527380,375,
2667,Male,50+,Indoors,Contractor,Winter,11041854,79,9
2668,Female,18-30,Indoors,Student,Summer,11760628,90,10
2669,Male,18-30,Indoors,Student,Summer,2583104,70,10
2670,Female,30-50,Indoors,Professor,Fall,12543773,97,
2671,Female,30-50,Indoors,Professor,Summer,1466880,50,9
2672,Female,30-50,Outdoors,Professor,Summer,1130984,60,9
2673,Female,30-50,Indoors,Professor,Summer,1216600,65,9
2674,Male,18-30,Indoors,Student,Winter,2495288,59,9
2675,Male,50+,Indoors,Contractor,Spring,2495446,20,9
2676,Male,50+,Outdoors,Contractor,Spring,1021299,35,9
2677,Male,18-30,Indoors,Student,Fall,1021297,54,9
2678,Female,18-30,Outdoors,Student,Spring,4178894,35,
2679,Male,18-30,Indoors,Student,Winter,1819387,55,9
2680,Male,18-30,Outdoors,Student,Spring,4898738,90,10
2681,Female,18-30,Outdoors,Student,Fall,1455485,34,7
2682,Male,30-50,Indoors,Professor,Summer,1719980,99,9
2683,Male,30-50,Indoors,Professor,Summer,11326229,175,10
2684,Male,50+,Indoors,Contractor,Fall,1751814,59,9
2685,Male,30-50,Outdoors,Professor,Fall,3584896,995,9
2686,Male,18-30,Indoors,Student,Fall,10527380,375,
2687,Female,50+,Indoors,Contractor,Fall,11041854,79,9
2688,Female,50+,Outdoors,Contractor,Fall,11565061,249,9
2689,Male,18-30,Indoors,Student,Winter,11760628,90,10
2690,Male,50+,Outdoors,Contractor,Spring,2583104,70,10
2691,Male,18-30,Indoors,Student,Winter,12543773,97,
2692,Male,18-30,Outdoors,Student,Summer,3040265,58,10
2693,Female,18-30,Indoors,Student,Winter,1314537,60,
2694,Female,30-50,Indoors,Professor,Summer,1216600,65,9
2695,Female,30-50,Outdoors,Professor,Spring,2495288,59,9
2696,Female,30-50,Indoors,Professor,Spring,2495446,20,9
2697,Female,30-50,Outdoors,Professor,Summer,1021297,54,9
2698,Female,50+,Outdoors,Contractor,Fall,2758907,50,10
2699,Male,30-50,Outdoors,Professor,Fall,4504894,150,7
2700,Male,50+,Indoors,Contractor,Winter,1493526,130,9
2701,Male,50+,Indoors,IT Professional,Winter,3750388,100,10
2702,Male,18-30,Indoors,Student,Winter,1685758,85,9
2703,Female,50+,Outdoors,IT Professional,Spring,4339769,130,10
2704,Female,30-50,Outdoors,Professor,Fall,144369,50,9
2705,Male,18-30,Outdoors,Student,Summer,11326229,175,10
2706,Female,30-50,Indoors,Professor,Fall,1758811,125,10
2707,Male,30-50,Outdoors,Professor,Spring,1751814,59,9
2708,Male,30-50,Indoors,Professor,Summer,11378131,80,8
2709,Male,30-50,Indoors,Professor,Spring,10527380,375,
2710,Female,30-50,Outdoors,Professor,Spring,11041854,79,9
2711,Female,30-50,Outdoors,Professor,Summer,11760628,90,10
2712,Male,30-50,Outdoors,Professor,Winter,2583104,70,10
2713,Female,50+,Outdoors,IT Professional,Spring,12543773,97,
2714,Female,50+,Outdoors,IT Professional,Winter,1466880,50,9
2715,Female,50+,Indoors,IT Professional,Winter,1314537,60,
2716,Male,50+,Indoors,IT Professional,Fall,1216600,65,9
2717,Female,30-50,Indoors,Professor,Spring,2495288,59,9
2718,Male,50+,Indoors,IT Professional,Fall,2495446,20,9
2719,Female,18-30,Indoors,Student,Spring,1021297,54,9
2720,Female,18-30,Indoors,Student,Winter,2309995,200,10
2721,Male,30-50,Outdoors,Professor,Fall,2126643,65,9
2722,Male,50+,Outdoors,IT Professional,Spring,4286251,350,9
2723,Female,50+,Outdoors,IT Professional,Spring,4891427,75,8
2724,Male,30-50,Indoors,Professor,Winter,2482804,37,9
2725,Male,30-50,Outdoors,Professor,Fall,6413787,55,
2726,Male,30-50,Outdoors,Professor,Spring,11326229,175,10
2727,Female,18-30,Outdoors,Student,Spring,1751814,59,9
2728,Male,50+,Indoors,IT Professional,Winter,3584896,995,9
2729,Female,30-50,Indoors,Professor,Fall,10527380,375,
2730,Male,18-30,Outdoors,Student,Fall,11041854,79,9
2731,Male,30-50,Outdoors,Professor,Fall,12291609,200,10
2732,Male,18-30,Outdoors,Student,Spring,11760628,90,10
2733,Male,18-30,Outdoors,Student,Spring,12543773,97,
2734,Male,30-50,Outdoors,Professor,Summer,1466880,50,9
2735,Female,30-50,Outdoors,Professor,Fall,3040265,58,10
2736,Male,50+,Outdoors,IT Professional,Winter,1216600,65,9
2737,Female,50+,Outdoors,IT Professional,Winter,2495288,59,9
2738,Male,18-30,Indoors,Student,Summer,2495446,20,9
2739,Male,30-50,Outdoors,Professor,Summer,1021299,35,9
2740,Male,18-30,Indoors,Student,Fall,1021297,54,9
2741,Female,50+,Indoors,IT Professional,Spring,1690388,95,10
2742,Female,18-30,Outdoors,Student,Fall,1078945,70,8
2743,Female,18-30,Outdoors,Student,Summer,3097745,55,
2744,Female,18-30,Indoors,Student,Summer,2573322,150,9
2745,Female,18-30,Indoors,Student,Summer,1099158,65,9
2746,Female,18-30,Indoors,Student,Summer,11326229,175,10
2747,Female,30-50,Outdoors,Professor,Fall,1758811,125,10
2748,Female,18-30,Outdoors,Student,Spring,1751814,59,9
2749,Female,50+,Indoors,IT Professional,Spring,11378131,80,8
2750,Male,30-50,Indoors,Professor,Winter,10527380,375,
2751,Female,30-50,Outdoors,Professor,Spring,11041854,79,9
2752,Female,50+,Indoors,IT Professional,Winter,11760628,90,10
2753,Male,18-30,Indoors,Student,Fall,2583104,70,10
2754,Female,30-50,Indoors,Professor,Fall,12543773,97,
2755,Female,30-50,Indoors,Professor,Summer,1466880,50,9
2756,Male,50+,Indoors,IT Professional,Summer,1314537,60,
2757,Male,50+,Outdoors,IT Professional,Fall,1216600,65,9
2758,Male,18-30,Indoors,Student,Spring,2495288,59,9
2759,Male,50+,Outdoors,IT Professional,Fall,2495446,20,9
2760,Male,50+,Outdoors,IT Professional,Summer,1021297,54,9
2761,Female,18-30,Indoors,Student,Summer,1130984,60,9
2762,Female,18-30,Indoors,Student,Fall,3786341,55,9
2763,Female,50+,Indoors,IT Professional,Fall,11326229,175,10
2764,Male,30-50,Outdoors,Professor,Winter,4116862,150,10
2765,Female,18-30,Outdoors,Student,Winter,1751814,59,9
2766,Female,50+,Indoors,IT Professional,Summer,10527380,375,
2767,Female,50+,Indoors,IT Professional,Fall,5014683,69,10
2768,Male,50+,Outdoors,IT Professional,Winter,11041854,79,9
2769,Male,50+,Outdoors,IT Professional,Fall,11760628,90,10
2770,Male,30-50,Outdoors,Professor,Fall,2583104,70,10
2771,Male,18-30,Indoors,Student,Winter,12543773,97,
2772,Female,30-50,Indoors,Professor,Winter,1466880,50,9
2773,Male,50+,Indoors,IT Professional,Spring,1819387,55,9
2774,Male,50+,Indoors,IT Professional,Winter,1455485,34,7
2775,Male,30-50,Outdoors,Professor,Summer,3587772,75,9
2776,Male,18-30,Indoors,Student,Spring,1719980,99,9
2777,Male,30-50,Indoors,Professor,Summer,3161643,96,10
2778,Female,18-30,Outdoors,Student,Spring,4504894,150,7
2779,Female,18-30,Indoors,Student,Summer,1493526,130,9
2780,Male,30-50,Outdoors,Professor,Summer,3750388,100,10
2781,Male,30-50,Indoors,Professor,Winter,1685758,85,9
2782,Male,18-30,Outdoors,Student,Spring,4339769,130,10
2783,Male,30-50,Indoors,Professor,Spring,144369,50,9
2784,Female,30-50,Indoors,Professor,Winter,2309995,200,10
2785,Male,18-30,Indoors,Student,Summer,2126643,65,9
2786,Female,50+,Outdoors,IT Professional,Spring,2070046,38,
2787,Female,50+,Indoors,IT Professional,Spring,4290861,25,9
2788,Male,18-30,Outdoors,Student,Summer,11326229,175,10
2789,Male,30-50,Indoors,Professor,Winter,1751814,59,9
2790,Male,18-30,Indoors,Student,Summer,3584896,995,9
2791,Male,50+,Indoors,IT Professional,Fall,10527380,375,
2792,Male,18-30,Indoors,Student,Winter,11041854,79,9
2793,Female,18-30,Outdoors,Student,Spring,11565061,249,9
2794,Male,30-50,Outdoors,Professor,Spring,11760628,90,10
2795,Female,30-50,Indoors,Professor,Summer,2583104,70,10
2796,Female,50+,Outdoors,IT Professional,Winter,12543773,97,
2797,Male,30-50,Indoors,Professor,Summer,3040265,58,10
2798,Female,30-50,Indoors,Professor,Spring,1314537,60,
2799,Male,18-30,Indoors,Student,Fall,1216600,65,9
2800,Male,50+,Outdoors,IT Professional,Fall,2495288,59,9
2801,Female,18-30,Outdoors,Student,Fall,3107710,65,
2802,Female,18-30,Outdoors,Student,Fall,1021297,54,9
2803,Male,30-50,Outdoors,Contractor,Fall,1200538,55,9
2804,Female,30-50,Outdoors,Contractor,Summer,1095437,45,10
2805,Female,30-50,Indoors,Contractor,Winter,1184619,26,9
2806,Male,18-30,Outdoors,Student,Summer,2705595,24,
2807,Male,18-30,Indoors,Student,Winter,1622250,87,10
2808,Male,18-30,Indoors,Student,Fall,3867434,39,
2809,Male,30-50,Outdoors,Contractor,Fall,1010899,26,9
2810,Female,18-30,Outdoors,Student,Winter,1690388,95,10
2811,Male,30-50,Indoors,Contractor,Fall,5819100,175,
2812,Male,30-50,Outdoors,Contractor,Fall,1078945,70,8
2813,Female,50+,Outdoors,Professor,Winter,2671651,60,10
2814,Male,18-30,Outdoors,Student,Spring,2573322,150,9
2815,Female,50+,Outdoors,Professor,Fall,1099158,65,9
2816,Male,18-30,Indoors,Student,Winter,1130984,60,9
2817,Male,30-50,Outdoors,Contractor,Spring,11326229,175,10
2818,Female,18-30,Indoors,Student,Summer,4116862,150,10
2819,Male,50+,Indoors,Professor,Spring,1751814,59,9
2820,Female,18-30,Outdoors,Student,Winter,10527380,375,
2821,Male,50+,Outdoors,Professor,Fall,5014683,69,10
2822,Female,18-30,Outdoors,Student,Spring,11041854,79,9
2823,Female,50+,Indoors,Professor,Fall,11760628,90,10
2824,Female,30-50,Indoors,Contractor,Fall,2583104,70,10
2825,Female,18-30,Indoors,Student,Winter,12543773,97,
2826,Male,18-30,Indoors,Student,Winter,1466880,50,9
2827,Male,30-50,Indoors,Contractor,Spring,4178894,35,
2828,Female,30-50,Indoors,Contractor,Summer,1819387,55,9
2829,Male,30-50,Indoors,Contractor,Summer,4898738,90,10
2830,Female,18-30,Indoors,Student,Fall,1455485,34,7
2831,Female,50+,Indoors,Professor,Spring,1719980,99,9
2832,Male,50+,Indoors,Professor,Spring,3161643,96,10
2833,Female,18-30,Outdoors,Student,Fall,4504894,150,7
2834,Male,50+,Indoors,Professor,Winter,1493526,130,9
2835,Male,18-30,Indoors,Student,Winter,3750388,100,10
2836,Female,50+,Indoors,Professor,Winter,5159264,92,
2837,Male,18-30,Indoors,Student,Fall,1685758,85,9
2838,Male,50+,Indoors,Professor,Spring,144369,50,9
2839,Female,30-50,Outdoors,Contractor,Fall,1816056,97,9
2840,Female,50+,Indoors,Professor,Winter,2126643,65,9
2841,Male,18-30,Outdoors,Student,Summer,1173590,229,10
2842,Female,50+,Outdoors,Professor,Fall,1992032,175,9
2843,Female,30-50,Indoors,Contractor,Fall,11326229,175,10
2844,Male,18-30,Outdoors,Student,Fall,4116862,150,10
2845,Male,30-50,Outdoors,Contractor,Spring,1751814,59,9
2846,Male,18-30,Outdoors,Student,Summer,10527380,375,
2847,Male,30-50,Outdoors,Contractor,Winter,5014683,69,10
2848,Female,50+,Outdoors,Professor,Spring,11041854,79,9
2849,Female,50+,Indoors,Professor,Fall,11760628,90,10
2850,Male,18-30,Indoors,Student,Winter,2583104,70,10
2851,Male,18-30,Indoors,Student,Fall,12543773,97,
2852,Male,30-50,Indoors,Contractor,Summer,1466880,50,9
2853,Female,30-50,Outdoors,Contractor,Winter,10744617,269,
2854,Female,50+,Indoors,Professor,Fall,10263001,130,10
2855,Female,50+,Indoors,Professor,Summer,10065428,290,
2856,Male,30-50,Outdoors,Contractor,Fall,1010592,178,9
2857,Female,30-50,Outdoors,Contractor,Spring,11076743,115,
2858,Female,50+,Indoors,Professor,Summer,12193549,160,10
2859,Female,30-50,Outdoors,Contractor,Fall,11733440,207,10
2860,Male,30-50,Outdoors,Contractor,Spring,7049320,65,8
2861,Male,30-50,Indoors,Contractor,Winter,12818739,169,
2862,Male,30-50,Outdoors,Contractor,Fall,1565607,35,8
2863,Female,30-50,Outdoors,Contractor,Spring,2089179,100,9
2864,Male,18-30,Outdoors,Student,Summer,2515100,70,9
2865,Female,18-30,Indoors,Student,Winter,3448886,110,9
2866,Male,50+,Outdoors,Professor,Fall,1908772,80,9
2867,Male,50+,Indoors,Professor,Fall,1417219,150,9
2868,Male,18-30,Indoors,Student,Fall,3710947,40,10
2869,Female,50+,Indoors,Professor,Winter,6642335,73,10
2870,Male,30-50,Outdoors,Contractor,Fall,4446263,79,10
2871,Female,30-50,Indoors,Contractor,Summer,3411845,84,9
2872,Male,18-30,Outdoors,Student,Fall,11326229,175,10
2873,Female,50+,Indoors,Professor,Spring,1758811,125,10
2874,Male,50+,Outdoors,Professor,Winter,1751814,59,9
2875,Female,30-50,Outdoors,Contractor,Spring,3584896,995,9
2876,Female,50+,Indoors,Professor,Fall,10527380,375,
2877,Male,30-50,Outdoors,Contractor,Winter,11041854,79,9
2878,Female,50+,Indoors,Professor,Fall,11760628,90,10
2879,Female,18-30,Outdoors,Student,Winter,2845318,178,9
2880,Female,18-30,Indoors,Student,Summer,12543773,97,
2881,Female,18-30,Outdoors,Student,Spring,1466880,50,9
2882,Male,50+,Indoors,Professor,Spring,3529761,64,8
2883,Female,18-30,Outdoors,Student,Fall,1841176,75,10
2884,Female,18-30,Outdoors,Student,Fall,4708286,45,10
2885,Male,30-50,Outdoors,Contractor,Summer,12949379,150,
2886,Male,50+,Outdoors,Professor,Summer,11637078,98,
2887,Female,30-50,Indoors,Contractor,Fall,12555647,45,9
2888,Female,30-50,Outdoors,Contractor,Spring,10980536,93,
2889,Female,30-50,Indoors,Contractor,Fall,11376208,110,10
2890,Female,18-30,Indoors,Student,Winter,10218039,75,
2891,Female,18-30,Indoors,Student,Winter,4816049,70,9
2892,Male,50+,Outdoors,Professor,Fall,10057824,158,9
2893,Female,30-50,Outdoors,Contractor,Fall,11499896,150,
2894,Female,18-30,Outdoors,Student,Fall,11367259,73,
2895,Male,50+,Outdoors,Professor,Spring,12805270,395,
2896,Male,30-50,Outdoors,Contractor,Fall,1006796,110,9
2897,Male,30-50,Outdoors,Contractor,Spring,3661755,389,10
2898,Male,18-30,Indoors,Student,Winter,5307491,36,9
2899,Female,50+,Outdoors,Professor,Spring,2798921,65,10
2900,Female,50+,Indoors,Professor,Winter,1113587,45,8
2901,Male,18-30,Indoors,Student,Spring,1192448,190,7
2902,Male,50+,Outdoors,IT Professional,Spring,4697728,22,9
2903,Female,30-50,Indoors,Contractor,Winter,1020442,35,9
2904,Male,30-50,Outdoors,Contractor,Spring,1059217,50,9
2905,Male,18-30,Outdoors,Student,Fall,3122448,71,9
2906,Male,50+,Outdoors,IT Professional,Fall,4286251,350,9
2907,Male,30-50,Outdoors,Contractor,Winter,3301768,30,
2908,Male,18-30,Indoors,Student,Spring,2482804,37,9
2909,Female,50+,Outdoors,IT Professional,Spring,4544856,35,9
2910,Female,18-30,Indoors,Student,Fall,2070046,38,
2911,Male,30-50,Indoors,Contractor,Fall,4290861,25,9
2912,Male,18-30,Indoors,Student,Spring,1200538,55,9
2913,Female,30-50,Indoors,Contractor,Spring,1095437,45,10
2914,Female,50+,Indoors,IT Professional,Spring,1230791,40,10
2915,Female,18-30,Outdoors,Student,Spring,1184619,26,9
2916,Female,50+,Indoors,IT Professional,Spring,2802635,21,
2917,Female,18-30,Outdoors,Student,Spring,1622250,87,10
2918,Male,30-50,Outdoors,Contractor,Fall,1010899,26,9
2919,Female,50+,Indoors,IT Professional,Summer,1077851,59,9
2920,Female,50+,Outdoors,IT Professional,Spring,1020810,65,9
2921,Female,18-30,Indoors,Student,Fall,11326229,175,10
2922,Male,50+,Indoors,IT Professional,Winter,1751814,59,9
2923,Female,30-50,Indoors,Contractor,Winter,3584896,995,9
2924,Male,50+,Indoors,IT Professional,Summer,10527380,375,
2925,Female,30-50,Indoors,Contractor,Summer,11041854,79,9
2926,Female,18-30,Outdoors,Student,Winter,12291609,200,10
2927,Male,50+,Indoors,IT Professional,Spring,11760628,90,10
2928,Male,30-50,Outdoors,Contractor,Spring,12543773,97,
2929,Female,50+,Indoors,IT Professional,Summer,1466880,50,9
2930,Male,30-50,Indoors,Contractor,Summer,1479430,49,9
2931,Male,18-30,Outdoors,Student,Summer,5165147,25,10
2932,Female,50+,Outdoors,IT Professional,Spring,2102522,35,9
2933,Male,50+,Indoors,IT Professional,Winter,1862452,59,10
2934,Female,50+,Indoors,IT Professional,Fall,2807247,40,10
2935,Male,18-30,Indoors,Student,Summer,1084712,45,9
2936,Male,30-50,Outdoors,Contractor,Summer,4361884,85,6
2937,Male,50+,Indoors,IT Professional,Fall,1548673,100,10
2938,Female,50+,Indoors,IT Professional,Spring,1636964,285,9
2939,Female,50+,Outdoors,IT Professional,Summer,1258253,769,9
2940,Male,18-30,Outdoors,Student,Summer,3941279,100,10
2941,Female,50+,Outdoors,IT Professional,Summer,2045991,499,10
